emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,gesture
21,1,1,2,1,0,57,100,1
18,20,8,0,0,63,61,100,1
35,3,1,0,0,66,32,100,1
7,2,0,0,4,32,17,100,1
1,0,0,0,4,24,3,100,1
4,0,1,0,0,11,89,100,1
15,0,1,1,0,3,100,91,1
10,29,15,9,5,24,100,52,1
30,14,2,2,4,24,100,46,1
41,16,9,1,9,45,92,100,1
5,14,1,0,1,100,83,1,1
1,7,4,0,4,12,85,100,1
62,2,2,0,4,32,30,100,1
50,17,3,6,10,32,21,100,1
48,100,13,0,2,9,65,13,1
19,66,28,1,1,1,24,100,1
17,1,7,4,19,97,29,100,1
23,46,12,6,0,68,73,100,1
33,23,12,3,0,100,60,75,1
6,5,5,1,0,100,26,40,1
9,2,7,2,12,100,43,75,1
19,9,9,9,9,16,87,100,1
2,11,1,6,1,99,100,79,1
26,14,1,0,0,100,0,40,1
2,8,1,1,2,44,100,85,1
14,47,0,1,1,5,57,100,2
22,18,16,7,1,6,100,28,2
16,97,100,13,3,2,6,32,2
10,23,10,4,10,38,95,100,2
13,16,19,17,2,18,100,29,2
29,100,35,32,13,21,35,65,2
4,50,29,12,7,2,100,26,2
16,100,78,30,16,18,78,98,2
33,69,58,58,14,26,89,100,2
46,100,93,6,8,0,24,4,2
40,100,35,22,17,2,62,37,2
9,100,75,16,6,20,13,15,2
15,16,23,13,5,8,39,100,2
2,42,61,28,23,35,73,100,2
15,31,2,5,0,1,54,100,2
26,54,52,13,5,16,100,43,2
15,100,67,22,27,32,87,70,2
16,100,92,16,6,4,52,56,2
26,37,64,3,4,12,100,59,2
9,18,34,1,1,15,100,59,2
13,79,100,34,17,24,53,62,2
29,100,97,17,0,23,64,5,2
2,26,16,5,2,0,1,100,2
25,27,87,0,1,14,100,70,2
24,97,100,18,14,8,42,61,2
2,100,0,0,0,6,88,67,2
26,32,12,7,5,10,100,78,2
20,100,6,3,1,0,48,29,2
6,100,7,0,0,15,30,15,2
1,98,66,3,0,1,100,80,2
3,63,82,31,1,7,100,15,2
7,100,73,21,13,2,15,47,2
14,19,100,36,10,0,29,76,2
2,41,52,14,7,3,0,100,2
0,78,100,74,16,64,100,58,2
27,87,6,12,12,6,100,78,2
12,37,4,4,1,10,100,19,2
3,53,45,14,3,49,100,37,2
48,100,25,53,23,12,33,5,2
11,100,14,7,10,17,39,30,2
21,6,18,24,3,1,44,100,2
1,43,20,17,14,5,100,88,2
20,60,100,22,13,12,17,53,2
22,100,31,13,1,4,33,26,2
0,70,100,34,2,16,60,82,2
10,1,1,13,2,13,100,79,2
15,100,100,19,8,4,35,81,2
30,55,100,20,0,6,73,1,2
37,87,100,36,15,1,33,58,2
56,10,35,40,16,100,75,37,2
0,3,32,7,0,3,100,18,2
23,0,100,8,0,13,58,11,2
12,100,28,6,6,22,11,2,2
25,100,76,13,20,9,39,18,2
8,65,38,10,0,17,19,100,2
17,100,28,1,0,5,2,4,2
5,100,20,0,1,0,19,9,2
14,23,100,9,4,16,61,40,2
5,100,72,12,12,8,15,11,2
13,47,100,10,7,7,10,0,2
22,100,66,17,3,3,36,68,2
8,15,59,11,2,5,100,54,2
20,100,15,8,6,1,50,41,2
10,60,25,2,1,2,35,100,2
42,66,56,14,16,22,100,20,2
60,95,65,43,34,39,30,100,2
35,93,12,9,3,9,100,61,2
17,100,47,0,0,0,32,18,2
41,100,77,26,12,16,48,54,2
1,59,15,1,5,16,100,32,2
3,100,45,0,6,9,70,75,2
7,31,29,1,1,5,100,45,2
12,12,5,7,0,0,100,87,2
9,1,23,23,10,21,36,100,2
34,15,11,65,21,1,32,100,2
36,3,100,32,27,1,84,82,2
10,100,45,5,4,5,18,31,2
0,34,35,22,6,14,100,17,2
15,100,47,0,8,3,10,31,2
8,34,100,23,2,7,47,11,2
28,81,100,52,23,18,52,42,2
1,78,12,8,3,12,56,100,2
2,88,16,11,7,16,11,100,2
3,32,100,1,0,27,1,64,2
28,85,25,9,9,1,22,100,2
2,93,100,44,20,29,79,20,2
0,66,14,7,7,15,100,39,2
18,100,32,16,14,28,34,20,2
1,9,16,10,3,3,100,43,2
5,7,45,5,8,12,100,17,2
3,51,48,13,9,13,100,71,2
1,43,100,24,8,0,50,39,2
14,100,71,11,4,0,8,44,2
8,0,100,19,5,16,94,66,2
14,100,35,5,1,0,15,21,2
18,7,66,18,5,14,100,1,2
16,77,3,9,4,6,100,27,2
7,0,35,9,4,0,0,100,2
4,5,1,1,0,0,92,100,2
27,57,100,48,6,6,42,24,2
7,100,71,28,17,15,71,35,2
16,100,53,25,8,4,33,26,2
3,100,86,46,13,3,76,26,2
24,0,55,12,16,4,16,100,2
11,10,25,2,4,1,55,100,2
21,100,95,21,7,8,75,46,2
4,12,40,18,3,6,31,100,2
33,100,67,0,1,5,30,54,2
6,69,93,15,0,2,100,15,2
10,32,18,4,12,22,100,14,2
2,77,84,25,6,4,65,100,2
11,79,2,2,4,4,86,100,2
2,46,46,17,2,2,68,100,2
6,12,37,3,1,8,100,94,2
9,25,69,15,0,16,51,100,2
7,100,33,14,5,3,57,14,2
14,18,85,12,22,36,100,65,2
21,35,72,2,16,40,100,29,2
7,86,100,13,0,4,25,9,2
5,100,28,10,4,11,93,33,2
30,20,66,2,0,56,61,100,2
13,61,0,0,0,40,100,47,2
5,28,17,14,1,8,100,25,2
19,3,34,11,10,19,100,68,2
0,22,8,6,6,9,100,20,2
8,100,2,0,2,13,75,88,2
1,100,22,1,1,9,5,5,2
1,35,100,33,14,3,17,1,2
16,18,18,8,4,10,34,100,2
18,7,71,30,9,3,3,100,2
12,19,1,0,0,7,100,5,2
14,100,1,12,3,7,3,36,2
3,73,23,10,3,1,13,100,2
0,18,27,13,8,1,100,11,2
7,100,5,15,12,3,36,0,2
6,100,37,10,0,6,42,87,2
1,33,1,3,2,0,100,7,2
1,25,100,25,17,10,23,21,2
16,9,60,13,4,4,79,100,2
15,30,21,7,0,3,100,62,2
18,100,12,12,6,8,100,2,2
17,35,35,10,2,12,100,45,2
21,100,53,5,0,1,1,65,2
17,100,65,27,7,15,50,62,2
10,46,26,14,2,10,100,16,2
0,10,50,12,0,6,94,100,2
25,100,54,25,0,9,100,16,2
6,0,20,3,0,0,24,100,2
42,100,100,22,11,17,11,14,2
1,1,45,6,4,0,100,0,2
1,100,34,9,1,9,70,5,2
14,35,100,19,2,2,66,50,2
13,34,100,17,4,2,78,84,2
11,39,15,6,1,1,11,100,2
13,75,44,19,11,22,100,36,2
12,100,36,6,0,10,96,12,2
15,35,100,55,17,11,44,22,2
7,42,100,45,14,0,61,4,2
14,52,69,26,9,15,100,49,2
9,92,65,21,4,0,100,2,2
4,100,3,1,0,11,67,6,2
4,52,32,0,1,6,23,100,2
17,65,100,6,12,46,91,74,2
22,79,64,23,9,14,51,100,2
26,68,68,39,4,63,39,100,2
28,100,40,19,42,10,14,96,2
6,100,8,26,20,16,26,81,2
4,25,88,29,1,15,100,20,2
81,6,34,9,18,71,100,31,2
36,26,75,21,0,28,100,35,2
20,48,23,27,0,3,100,21,2
1,18,66,42,5,1,100,27,2
10,54,23,2,5,10,100,56,2
23,6,100,21,4,3,21,34,2
8,7,100,3,3,6,56,52,2
51,100,14,3,4,1,17,77,2
53,100,20,18,13,8,2,53,2
6,55,100,22,15,10,72,70,2
31,11,73,0,20,14,100,82,2
26,100,88,0,1,7,31,39,2
1,34,40,1,0,6,34,100,2
48,69,75,8,2,10,100,12,2
21,89,13,0,0,9,85,100,2
4,55,27,1,1,10,100,1,2
31,95,100,5,4,15,93,46,2
3,22,13,8,1,1,50,100,2
5,0,19,17,2,30,27,100,2
2,100,23,6,2,7,87,17,2
38,100,11,30,19,20,88,31,2
20,75,69,31,13,0,100,37,2
42,31,100,18,27,0,10,8,2
1,5,35,1,13,26,100,48,2
2,100,71,8,11,0,50,11,2
0,17,1,1,1,17,100,8,2
21,23,50,2,3,8,100,1,2
33,100,78,12,0,4,28,1,2
9,76,27,7,3,3,100,41,2
4,29,100,5,2,54,4,24,2
17,80,100,43,12,21,1,2,2
7,38,100,26,6,1,40,6,2
4,100,78,14,21,35,50,16,2
5,48,25,11,9,12,100,2,2
12,80,100,28,5,29,65,24,2
29,100,64,26,0,3,95,46,2
52,83,58,22,16,16,89,100,2
8,72,54,40,8,15,26,100,2
8,100,65,15,10,0,38,30,2
11,100,32,23,8,2,2,37,2
22,59,96,17,10,14,28,100,2
1,18,100,40,15,28,74,28,2
33,65,21,10,0,9,22,100,2
16,52,100,10,1,30,16,45,2
33,50,46,0,0,40,100,30,2
24,85,1,19,13,3,0,100,2
62,100,53,39,14,12,60,53,2
15,4,100,13,1,13,3,32,2
29,78,85,12,2,12,100,95,2
21,8,46,14,3,10,35,100,2
7,59,25,0,0,4,100,14,2
8,100,8,15,0,8,79,1,2
7,32,28,28,1,1,100,94,2
25,100,70,9,0,4,30,59,2
17,100,45,6,1,3,12,82,2
15,100,19,2,0,9,16,6,2
13,33,27,0,0,1,18,100,2
13,26,31,18,6,3,30,100,2
10,100,98,20,1,13,11,11,2
31,100,0,11,0,6,65,95,2
6,50,6,3,6,4,100,14,2
0,100,80,25,19,38,55,89,2
22,97,7,4,1,1,100,18,2
8,100,52,10,11,1,29,18,2
2,67,76,14,26,8,44,100,2
16,100,54,10,10,5,18,3,2
10,44,38,4,2,7,41,100,2
9,5,3,6,1,9,100,17,2
14,63,100,12,14,2,85,48,2
4,37,21,9,2,7,100,43,2
8,44,100,19,9,24,22,85,2
16,60,100,60,30,0,70,73,2
29,21,60,26,9,4,100,23,2
20,25,26,4,8,30,100,2,2
16,100,27,3,1,6,36,59,2
9,27,100,11,13,2,86,0,2
17,100,3,7,5,3,30,82,2
14,100,78,11,2,1,42,29,2
5,100,53,7,3,14,11,30,2
25,92,71,1,8,17,100,71,2
16,63,59,9,2,3,12,100,2
17,100,31,0,5,15,71,59,2
15,18,100,10,8,15,69,98,2
41,100,86,32,25,11,67,62,2
5,73,98,10,5,17,19,100,2
6,61,100,26,14,12,20,46,2
7,100,16,3,5,1,70,38,2
23,32,2,9,4,8,100,90,2
34,79,100,10,3,6,13,77,2
33,51,57,11,2,8,100,53,2
5,29,52,12,1,14,100,20,2
10,100,81,5,5,3,28,25,2
23,100,91,23,0,4,59,82,2
18,4,9,1,4,2,8,100,2
5,8,2,0,0,0,20,100,2
6,14,0,11,5,4,38,100,2
100,91,59,34,23,31,51,72,2
21,100,82,32,15,50,57,0,2
16,33,42,16,1,1,100,67,2
1,35,56,11,7,16,100,39,2
0,66,100,78,39,6,48,9,2
60,26,100,20,1,1,92,95,2
15,76,18,4,3,5,26,100,2
4,100,60,11,5,8,70,1,2
40,6,68,4,8,28,51,100,2
17,100,50,12,12,0,27,72,2
19,100,79,5,0,0,2,25,2
62,100,35,5,5,9,50,9,2
31,1,13,1,2,3,1,100,2
2,2,37,4,1,8,100,6,2
7,100,0,7,3,1,22,59,2
1,100,9,1,3,3,60,6,2
8,67,20,7,5,3,15,100,2
4,73,46,12,2,12,100,67,2
10,58,40,32,3,20,100,72,2
0,15,31,3,1,10,100,41,2
0,100,38,19,1,9,86,13,2
13,100,2,3,0,6,32,28,2
15,19,43,18,2,2,1,100,2
8,57,22,11,3,1,19,100,2
13,55,80,36,5,8,100,28,2
0,6,25,9,0,0,34,100,2
15,78,17,1,1,3,76,100,2
21,100,45,2,16,21,72,51,2
0,79,17,1,0,2,100,47,2
16,68,14,2,6,2,44,100,2
2,36,53,2,2,4,48,100,2
21,84,42,6,4,0,14,100,2
34,36,18,2,10,28,36,100,2
100,93,94,37,29,37,50,62,2
54,84,24,1,2,2,27,100,2
27,100,44,1,1,1,38,23,2
29,100,45,21,8,8,25,75,2
15,100,26,10,1,6,15,26,2
15,100,83,13,1,0,14,58,2
24,100,57,7,0,0,4,15,2
13,61,0,1,2,1,59,100,2
46,100,29,13,0,0,11,45,2
41,79,87,30,15,10,58,100,2
62,100,14,1,3,7,67,7,2
7,15,8,5,5,13,100,10,2
18,100,77,10,5,13,91,29,2
20,16,52,16,6,12,100,29,2
16,67,70,20,12,10,100,12,2
33,100,75,14,41,14,28,55,2
10,40,70,16,20,16,100,83,2
10,100,11,5,0,1,76,27,2
20,100,15,10,5,15,55,8,2
5,4,14,10,10,13,100,10,2
20,100,71,23,7,4,62,1,2
41,23,35,17,0,8,100,62,2
12,53,1,15,6,1,100,1,2
31,81,100,18,0,10,77,81,2
29,100,54,56,15,1,0,41,2
13,100,0,10,1,1,69,0,2
5,100,46,1,1,5,48,0,2
1,100,5,50,18,1,74,1,2
3,28,2,0,0,6,100,16,2
3,92,100,80,15,3,92,53,2
0,12,15,9,3,1,100,7,2
20,100,79,30,5,5,40,1,2
9,100,36,6,1,8,20,19,2
5,51,51,40,21,2,100,18,2
0,42,21,3,3,3,100,5,2
16,100,43,9,8,4,43,29,2
13,44,35,9,2,1,100,16,2
7,44,7,20,9,3,100,0,2
0,61,0,22,3,3,100,14,2
18,89,37,35,10,0,100,16,2
7,100,7,8,10,2,34,1,2
5,79,40,1,11,5,100,7,2
33,95,25,10,0,6,100,20,2
9,52,8,13,6,7,100,38,2
5,65,5,1,3,2,100,1,2
7,70,100,33,11,3,76,0,2
19,23,20,1,1,0,100,2,2
29,36,21,9,0,5,29,100,2
0,19,20,9,0,0,100,8,2
1,100,45,31,3,1,41,15,2
2,100,80,5,0,0,57,25,2
8,10,22,1,1,10,100,4,2
3,14,19,36,22,8,100,5,2
33,10,100,9,7,22,18,10,2
14,100,84,3,7,1,63,24,2
49,39,100,66,37,60,1,76,2
35,100,84,26,11,14,60,48,2
38,62,68,18,2,2,100,26,2
7,68,15,1,2,4,16,100,2
21,11,100,19,13,0,8,37,2
3,100,15,7,7,5,57,24,2
2,10,100,2,0,6,88,10,2
18,72,34,18,4,18,100,68,2
31,95,100,44,34,2,19,21,2
23,38,34,11,3,15,100,56,2
18,100,46,26,9,1,16,30,2
0,83,77,2,1,35,100,28,2
3,61,12,5,7,10,32,100,2
3,69,1,13,6,10,100,3,2
13,63,69,25,8,0,83,100,2
22,9,47,9,4,0,97,100,2
8,100,23,0,0,1,10,46,2
2,32,14,3,1,13,100,9,2
23,45,35,1,0,7,21,100,2
1,100,37,8,4,7,59,13,2
8,21,80,19,4,0,4,100,2
26,95,100,2,0,2,95,71,2
0,12,68,35,6,4,100,41,2
19,100,21,15,12,2,63,26,2
3,100,33,0,8,25,98,62,2
4,60,11,11,11,13,77,100,2
7,62,100,15,5,0,9,0,2
21,100,40,2,8,2,16,100,2
14,100,68,11,8,17,89,26,2
23,100,14,0,3,7,32,3,2
7,2,58,12,2,7,90,100,2
12,10,8,1,6,0,100,77,2
2,100,7,2,7,7,90,87,2
8,24,0,10,7,10,100,33,2
9,65,3,0,3,13,100,48,2
24,69,20,11,10,11,56,100,2
23,76,100,26,21,21,57,68,2
4,8,49,13,7,26,100,22,2
2,25,77,0,2,2,80,100,2
0,100,57,0,0,1,40,80,2
16,23,73,3,1,14,100,26,2
13,100,13,18,9,23,58,2,2
46,0,100,44,8,30,96,24,2
13,15,23,11,6,1,100,0,2
0,100,5,2,1,2,31,36,2
12,42,10,12,17,12,57,100,2
21,100,28,0,2,4,59,23,2
9,81,18,0,4,13,100,23,2
9,66,23,0,15,13,100,92,2
1,20,14,8,1,7,46,100,2
0,79,60,8,8,2,100,100,2
3,48,100,1,0,17,12,39,2
4,54,30,4,8,6,100,15,2
6,100,68,4,4,25,47,81,2
32,95,2,2,2,18,18,100,2
3,100,8,8,4,11,98,96,2
10,93,20,5,5,4,100,20,2
24,6,14,10,10,5,32,100,2
13,100,82,19,19,17,52,4,2
8,45,42,5,3,27,54,100,2
2,25,13,3,4,3,100,16,2
23,100,2,0,1,1,9,13,2
0,0,23,10,0,5,100,10,2
20,100,93,35,14,16,43,41,2
9,52,7,1,2,4,37,100,2
0,56,30,11,3,3,26,100,2
2,39,5,6,5,3,65,100,2
7,38,21,3,1,7,100,65,2
11,18,6,11,2,18,29,100,2
1,23,100,20,7,1,27,98,2
0,34,68,8,2,2,10,100,2
18,81,53,18,0,0,75,100,2
34,42,100,23,10,4,71,25,2
0,16,21,2,0,5,100,13,2
0,60,12,1,9,15,100,30,2
2,100,27,4,6,8,23,68,2
18,32,95,16,13,9,86,100,2
0,36,34,11,6,19,100,8,2
7,100,35,5,9,10,67,14,2
3,3,29,20,0,14,100,64,2
12,34,1,0,6,6,48,100,2
3,23,70,11,7,7,15,100,2
8,6,53,13,0,1,100,28,2
13,100,65,5,0,0,51,0,2
2,76,28,8,6,19,41,100,2
30,100,98,11,1,6,84,50,2
5,21,18,3,1,15,100,24,2
20,100,52,22,4,1,25,51,2
9,100,44,16,25,0,58,60,2
0,36,100,10,15,17,0,54,2
4,100,48,12,9,21,82,64,2
13,100,68,4,2,14,78,10,2
11,100,15,6,1,1,51,55,2
5,100,10,4,4,0,62,11,2
13,100,78,23,1,0,11,82,2
10,16,13,1,5,1,100,24,2
28,100,63,19,8,13,1,50,2
11,51,48,2,0,20,80,100,2
8,100,28,12,5,1,44,44,2
1,9,12,6,1,0,100,14,2
9,100,82,32,14,9,3,51,2
20,40,26,0,4,7,100,69,2
0,5,7,11,0,5,100,90,2
19,13,13,2,0,7,100,5,2
33,100,21,0,6,18,78,90,2
14,20,21,1,1,1,11,100,2
16,31,1,4,0,8,57,100,2
7,37,100,17,2,0,92,75,2
13,79,41,3,12,12,43,100,2
0,43,34,2,4,15,100,84,2
6,100,30,1,1,10,53,45,2
3,100,40,19,7,1,54,85,2
6,59,2,2,0,4,100,59,2
4,36,0,8,2,20,44,100,2
12,100,21,11,3,1,6,56,2
1,22,15,7,5,16,100,36,2
8,43,25,1,0,4,100,43,2
1,21,33,16,6,1,100,40,2
0,98,40,1,21,1,100,3,2
24,75,9,3,0,0,100,100,2
20,87,76,15,14,12,100,12,2
10,10,100,0,17,19,57,40,2
14,100,4,11,9,11,53,49,2
1,54,20,7,9,4,69,100,2
1,100,36,12,3,1,87,72,2
27,56,85,35,12,27,2,100,2
16,63,6,6,3,0,21,100,2
7,11,10,5,5,14,100,14,2
28,10,92,43,23,15,100,58,2
32,100,79,8,0,11,52,94,2
5,48,39,7,0,13,100,17,2
5,10,100,17,0,4,33,26,2
11,0,1,1,0,27,100,18,2
10,100,25,6,1,5,86,21,2
2,73,28,4,6,6,100,46,2
17,36,24,19,15,19,100,49,2
10,100,100,23,2,10,18,39,2
31,100,67,17,5,4,5,10,2
1,6,7,2,0,3,100,64,2
1,16,16,3,3,29,70,100,2
10,73,9,7,3,6,100,12,2
6,6,8,0,0,15,100,77,2
5,11,1,0,1,7,100,11,2
19,14,3,0,0,11,9,100,2
10,100,79,16,1,3,71,7,2
6,71,9,9,0,4,100,34,2
56,48,100,33,16,11,65,1,2
40,87,14,27,12,6,44,100,2
100,100,0,62,22,37,81,29,2
20,100,55,12,1,8,56,93,2
16,100,92,1,7,1,52,1,2
2,28,100,30,5,25,51,25,2
5,22,69,7,0,12,100,60,2
22,34,36,20,9,20,25,100,2
41,24,1,0,7,12,45,100,2
5,4,18,6,3,6,45,100,2
22,100,31,22,10,29,32,37,2
23,56,76,19,7,0,90,100,2
1,30,100,3,2,5,51,68,2
4,7,100,30,13,4,76,32,2
31,41,60,0,12,2,100,63,2
6,97,28,10,8,6,100,29,2
9,1,59,2,2,27,100,42,2
26,100,76,1,1,6,51,42,2
8,40,100,35,11,8,58,12,2
5,100,52,57,2,5,71,28,2
6,8,100,10,4,2,14,35,2
12,100,8,0,0,4,35,84,2
26,13,95,82,15,17,100,73,2
2,100,37,18,39,13,72,0,2
12,100,43,18,6,12,64,61,2
2,100,9,4,4,23,80,35,2
4,24,4,0,1,1,100,6,2
12,33,20,12,4,15,84,100,2
40,30,100,0,2,0,92,7,2
100,36,73,53,12,31,96,80,2
62,100,10,50,23,14,77,82,2
30,25,85,30,0,74,91,100,2
46,32,23,31,17,15,22,100,2
27,45,68,37,0,77,100,61,2
11,20,26,2,1,15,100,17,2
16,100,55,5,15,16,21,52,2
1,100,42,0,3,42,3,58,2
8,0,2,20,12,1,83,100,2
7,23,42,31,25,50,100,14,2
19,38,4,32,45,12,45,100,2
7,100,28,30,0,15,42,96,2
28,62,9,22,32,27,100,2,2
31,46,100,26,0,5,39,75,2
4,100,47,1,1,30,20,47,2
57,100,33,10,10,17,82,69,2
8,65,36,24,50,35,100,5,2
61,100,50,1,23,6,39,66,2
18,100,49,4,1,28,63,83,2
23,71,79,12,61,33,100,0,2
10,3,85,31,18,14,59,100,2
34,8,71,2,0,42,100,65,2
26,100,32,81,49,7,58,33,2
17,100,51,6,6,19,34,2,2
1,100,52,17,3,13,3,27,2
1,64,98,1,3,24,100,39,2
18,45,100,21,0,3,66,60,2
8,26,18,4,1,6,100,18,2
8,100,54,15,12,12,1,8,2
2,20,3,1,10,1,5,100,2
13,100,17,3,1,6,12,23,2
0,6,25,6,1,15,100,30,2
70,31,2,0,16,64,100,0,2
100,9,1,2,2,3,11,2,2
4,2,8,7,4,22,100,25,2
0,20,1,1,8,18,100,4,2
1,10,0,2,6,10,100,2,2
6,77,48,4,4,4,100,6,2
2,20,11,2,7,4,100,4,2
11,17,25,17,13,10,100,23,2
1,13,10,5,6,13,100,7,2
1,1,1,0,0,7,100,17,2
1,19,23,21,17,5,100,25,2
7,51,53,3,1,0,100,6,2
0,3,12,20,12,18,100,51,2
21,100,81,9,1,1,92,1,2
18,28,100,39,13,7,7,50,2
11,46,1,11,3,8,100,47,2
32,67,50,28,21,0,100,64,2
2,7,34,12,1,0,100,6,2
8,34,18,2,2,12,100,26,2
0,2,0,12,15,1,100,32,2
30,91,1,0,8,8,30,100,2
29,100,46,13,13,0,75,24,2
20,45,34,22,25,25,100,85,2
26,100,67,14,2,16,22,57,2
2,78,100,24,8,1,36,43,2
1,80,6,4,4,11,100,8,2
13,53,0,1,2,14,34,100,2
21,100,2,14,7,6,43,44,2
10,57,29,12,12,2,100,21,2
12,100,59,37,18,18,78,12,2
35,39,100,30,10,1,8,1,2
13,86,34,6,30,2,100,1,2
12,100,19,11,11,0,28,0,2
13,90,6,36,43,43,100,13,2
10,100,27,14,3,8,38,3,2
22,100,23,7,2,6,65,12,2
3,100,46,32,35,14,64,64,2
0,79,100,30,1,10,7,2,2
12,100,5,0,9,0,81,14,2
37,62,79,58,20,0,75,100,2
3,10,0,7,5,12,100,6,2
1,36,34,13,2,6,100,23,2
1,11,23,17,1,5,100,24,2
11,55,20,2,0,19,100,9,2
10,21,1,0,1,2,100,1,2
3,23,13,9,0,4,100,2,2
15,0,15,1,13,7,100,7,2
13,83,60,32,16,20,100,23,2
12,94,16,18,0,11,100,62,2
51,100,89,2,13,21,16,37,2
10,100,21,2,10,2,84,24,2
10,20,52,15,10,3,100,30,2
25,100,75,34,13,9,10,29,2
10,0,57,8,8,12,100,44,2
2,54,3,5,1,0,100,3,2
17,100,51,0,8,8,94,94,2
12,100,35,20,14,10,78,7,2
25,100,6,0,3,1,52,1,2
12,85,100,22,14,0,78,40,2
14,48,27,16,3,9,100,27,2
15,3,0,0,3,9,100,40,2
12,17,30,17,12,10,100,100,2
15,100,60,17,8,6,39,1,2
7,100,63,21,17,2,36,24,2
19,100,39,15,6,0,46,40,2
86,100,24,20,17,17,6,48,2
19,100,27,21,12,9,18,34,2
0,39,18,10,2,6,100,18,2
12,15,0,2,2,0,100,27,2
26,43,35,6,0,1,61,100,2
16,1,36,11,1,1,100,25,2
17,67,30,7,2,17,68,100,2
70,64,100,30,19,54,0,0,2
0,52,31,14,10,0,100,58,2
21,100,50,6,0,7,12,43,2
3,92,100,65,34,0,92,84,2
29,100,2,18,7,0,11,9,2
9,100,13,1,0,7,49,43,2
16,100,51,19,0,1,9,1,2
28,59,23,10,3,8,100,38,2
10,11,9,5,1,8,100,11,2
4,2,100,34,6,1,18,6,2
8,24,17,2,4,15,100,68,2
9,45,22,0,0,10,98,100,2
8,36,39,0,1,14,100,1,2
1,27,1,0,0,0,100,50,2
4,35,100,8,4,20,88,55,2
13,100,68,21,7,10,92,68,2
24,100,72,12,1,1,24,16,2
19,41,30,0,10,6,100,86,2
5,44,8,6,14,25,100,39,2
1,54,17,1,0,7,100,14,2
4,3,27,10,6,1,18,100,2
3,17,1,6,3,0,100,18,2
20,20,21,12,10,10,100,32,2
18,12,54,17,6,9,77,100,2
0,100,8,0,0,19,44,72,2
8,100,66,18,7,21,59,14,2
10,14,5,0,4,15,100,100,2
17,100,82,17,4,8,91,3,2
30,100,30,11,4,15,43,21,2
10,12,28,10,4,9,100,34,2
27,97,51,8,4,7,25,100,2
4,16,32,30,4,10,100,12,2
25,100,34,5,2,0,22,14,2
10,19,51,21,4,4,100,21,2
1,38,16,0,2,14,100,10,2
7,0,23,16,5,5,100,74,2
6,21,13,26,16,5,100,81,2
44,64,57,13,4,8,75,100,2
6,43,31,13,1,6,17,100,2
16,28,21,3,4,9,68,100,2
23,60,28,25,12,6,100,12,2
15,100,5,0,1,5,15,28,2
13,57,31,24,0,4,100,13,2
25,100,1,0,4,7,0,9,2
48,100,23,1,1,5,85,23,2
3,100,83,43,16,6,86,36,2
12,57,100,35,17,30,10,87,2
4,100,7,10,9,3,88,68,2
4,59,22,12,0,8,100,22,2
0,98,38,7,7,11,37,100,2
22,21,100,19,1,0,50,13,2
14,1,100,35,16,11,62,32,2
18,100,64,1,1,1,64,0,2
3,100,46,14,5,0,23,8,2
20,100,62,8,5,1,22,34,2
17,100,78,41,24,9,75,4,2
16,100,25,23,7,8,87,16,2
6,100,65,28,2,56,65,21,2
1,100,44,3,7,0,7,25,2
19,100,38,1,1,7,24,10,2
13,72,54,22,15,9,100,36,2
26,87,35,18,4,13,6,100,2
28,59,31,12,12,15,93,100,2
1,12,25,1,5,1,100,25,2
11,12,8,1,0,1,49,100,2
10,6,63,15,9,15,100,13,2
0,100,33,1,2,1,1,30,2
12,100,2,1,1,1,1,20,2
20,100,38,10,1,9,47,60,2
35,75,73,13,10,10,26,100,2
20,97,71,5,12,2,100,10,2
21,100,20,4,2,11,92,49,2
23,9,14,18,14,7,5,100,2
10,100,0,4,2,1,3,60,2
25,100,57,39,32,14,96,42,2
2,20,12,15,5,9,100,9,2
7,41,14,1,0,11,100,0,2
22,62,32,11,15,13,54,100,2
1,100,11,13,1,2,37,18,2
10,44,22,9,2,11,100,30,2
6,31,42,1,3,4,100,19,2
48,75,60,39,9,2,85,100,2
2,30,1,2,0,1,3,100,2
17,61,70,6,0,0,53,100,2
34,46,100,30,10,6,48,74,2
29,56,97,18,5,10,100,27,2
5,100,10,11,5,5,6,29,2
12,100,26,2,2,4,48,65,2
27,100,16,4,9,9,76,65,2
13,100,23,2,1,1,27,2,2
15,88,100,26,19,7,96,61,2
18,100,86,23,7,2,68,36,2
12,87,7,20,20,2,17,100,2
18,100,2,4,0,1,0,26,2
2,14,100,9,3,3,49,22,2
15,100,48,12,2,7,66,10,2
0,20,13,1,1,4,100,20,2
10,6,6,4,1,3,80,100,2
2,100,88,32,0,0,0,24,2
9,100,35,10,6,1,13,13,2
35,85,100,30,11,4,0,40,2
16,100,44,12,0,2,66,6,2
22,96,27,3,2,1,1,100,2
48,41,79,20,16,6,39,100,2
66,100,30,11,22,11,19,52,2
37,67,51,14,8,7,100,28,2
33,38,100,16,0,0,73,42,2
32,0,32,15,1,1,30,100,2
0,100,14,1,1,0,12,29,2
6,22,17,7,8,18,100,93,2
32,100,61,6,0,16,51,93,2
2,37,2,4,0,1,100,65,2
24,66,60,26,2,3,35,100,2
2,25,20,23,10,4,100,33,2
6,57,0,6,4,2,44,100,2
4,100,70,47,15,6,45,54,2
4,100,13,2,5,7,39,47,2
8,100,4,8,19,6,89,72,2
8,100,55,23,12,0,8,80,2
